Nom;Alias;IATA;OACI;Pays
Ozjet Airlines;\N;O7;OZJ;Australia
P & P Floss Pick Manufacturers;\N;;KTL;South Africa
PAC Air;\N;;PCR;United States
PAN Air;\N;PV;PNR;Spain
PB Air;\N;9Q;PBA;Thailand
PDQ Air Charter;\N;;PDQ;United States
PHH Aviation System;\N;;XAS;United States
PLM Dollar Group;\N;;PDG;United Kingdom
PLUNA;\N;PU;PUA;Uruguay
PMTair;\N;U4;PMT;Cambodia
PRT Aviation;\N;;PRP;Spain
PSA Airlines;\N;;JIA;United States
PTL Luftfahrtunternehemen;\N;;KST;Germany
Paccair;\N;;WIS;United States
Pace Airlines;\N;Y5;PCE;United States
Pacific Air Boats;\N;;PAB;Canada
Pacific Air Charter;\N;;PRC;United States
Pacific Air Express;\N;;PCF;United States
Pacific Air Transport;\N;;PXP;United States
Jetstar Pacific;Pacific Airlines;BL;PIC;Vietnam
Pacific Alaska Airlines;\N;;PAK;United States
Pacific Aviation (Australia);\N;;PCV;Australia
Pacific Aviation (United States);\N;;PCX;United States
Pacific Blue;\N;DJ;PBN;New Zealand
Pacific Coast Airlines;\N;;PQA;United States
Pacific Coastal Airline;\N;8P;PCO;Canada
Pacific East Asia Cargo Airlines;\N;Q8;PEC;Philippines
Pacific Flight Services;\N;;PFA;Singapore
Pacific International Airlines;\N;;PIN;United States
Pacific Island Aviation;\N;;PSA;United States
Pacific Jet;\N;;PCJ;United States
Pacific Pearl Airways;\N;;PPM;Philippines
Pacific Rim Airways;\N;;PAR;Australia
Pacific Southwest Airlines;\N;PS;PSX;United States
Pacific Wings;\N;LW;NMI;United States
Pacificair;\N;GX;;Philippines
Pacificair Airlines;\N;;PFR;United States
Package Express;\N;;RCY;United States
Paisajes Espanoles;\N;;PAE;Spain
Pak West Airlines;\N;;PKW;United States
Pakistan International Airlines;PIA Pakistan International;PK;PIA;Pakistan
Pakker Avio;\N;;PKR;Estonia
Pal Aerolineas;\N;;LPA;Mexico
Palau Asia Pacific Airlines;\N;;PPC;Palau
Palau Trans Pacific Airline;\N;GP;PTP;Palau
Palestinian Airlines;\N;PF;PNW;Egypt
Palmer Aviation;\N;;JSP;United Kingdom
Pamir Airways;\N;NR;PIR;Afghanistan
Pan African Air Services;\N;;PFN;Sierra Leone
Pan African Airways;\N;;ODM;Kenya
Pan Air;\N;;PAX;United States
Pan Am Weather Systems;\N;;XPA;United States
Pan Am World Airways;\N;;PWD;Dominican Republic
Pan American Airways;\N;PA;PAA;United States
Pan American World Airways;\N;PA;PAA;United States
Pan Europeenne Air Service;\N;;PEA;France
Pan Havacilik Ve Ticaret;\N;;PHT;Turkey
Pan Malaysian Air Transport;\N;;PMA;Malaysia
Pan-Air;\N;;PNC;Mexico
Panafrican Airways;\N;PQ;PNF;Ivory Coast
Panagra Airways;\N;;PGI;United States
Panamedia;\N;;PEI;Spain
Panavia;\N;;PVI;Panama
Panh;\N;;PNH;Russia
Pannon Air Service;\N;;PHU;Hungary
Panorama;\N;;PNM;Spain
Panorama Air Tour;\N;;PAH;United States
Panorama Flight Service;\N;;AFD;United States
Pantanal Linhas Aéreas;\N;P8;PTN;Brazil
Papair Terminal;\N;;HMP;Haiti
Paradise Airways;\N;;PAI;United States
Paradise Island Airways;\N;;PDI;United States
Paragon Air Express;\N;;PGX;United States
Paragon Global Flight Support;\N;;PGF;United Kingdom
Paramount Airlines;\N;;PRR;Sierra Leone
Paramount Airways;\N;I7;PMW;India
Parcel Express;\N;;APE;United States
Pariz Air;\N;;IRE;Iran
Pars Aviation Service;\N;;PRA;Iran
Parsa;\N;;PST;Panama
Parsons Airways Northern;\N;;FAP;Canada
Pascan Aviation;\N;;PSC;Canada
Passaredo Transportes Aereos;\N;;PTB;Brazil
Patria Cargas Aereas;\N;;PTC;Argentina
Patriot Aviation Limited;\N;;BYT;United Kingdom
Patterson Aviation Company;\N;;ETL;United States
Pawan Hans;\N;;PHE;India
Payam Air;\N;;IRP;Iran
Peach Air;\N;;KGC;United Kingdom
Pearl Air;\N;;PRL;Pakistan
Pearl Air Services;\N;;PBY;Uganda
Pearl Airways;\N;HP;HPA;Haiti
Peau Vava%Gʻ%@u;\N;;PVU;Tonga
Pecotox Air;\N;;PXA;Moldova
Pegasus Airlines;\N;PC;PGT;Turkey
Pegasus Aviation;\N;;PEV;Greece
Pegasus Hava Tasimaciligi;\N;1I;;Turkey
Pegasus Helicopters;\N;;HAK;Norway
Pelican Air Services;\N;;PDF;South Africa
Pelican Express;\N;;PEX;United States
Pelita Air Service;\N;;PAS;Indonesia
Pem-Air;\N;;PEM;Canada
Pen-Avia;\N;;PDY;United Kingdom
Peninsula Airways;\N;KS;PEN;United States
Peninter Aerea;\N;;PNE;Mexico
Penya De L'Aire;\N;;PCA;Spain
Peran;\N;;CVT;Kazakhstan
Perforadora Central;\N;;PCC;Mexico
Perimeter Aviation;\N;;PAG;Canada
Perm Airlines;\N;P9;PGP;Russia
Personas Y Pasquetes Por Air;\N;;PPQ;Mexico
Peruvian Air Force;\N;;FPR;Peru
Peruvian Navy;\N;;INP;Peru
Petroleos Mexicanos;\N;;PMX;Mexico
Petroleum Helicopters;\N;;PHM;United States
Petroleum Helicopters de Colombia;\N;;PHC;Colombia
Petropavlovsk-Kamchatsk Air Enterprise;\N;;PTK;Russia
Petty Transport;\N;;PTY;United States
Phenix Aviation;\N;;PHV;France
Phetchabun Airline;\N;;PMY;Thailand
Philippine Airlines;\N;PR;PAL;Philippines
Philips Aviation Services;\N;;PHI;Netherlands
Phillips Air;\N;;BCH;United States
Phillips Alaska;\N;;PDD;United States
Phillips Michigan City Flying Service;\N;;PHL;United States
Phoebus Apollo Aviation;\N;;PHB;South Africa
Phoebus Apolloa Zambia;\N;;KZM;Zambia
Phoenix Air Group;\N;;PHA;United States
Phoenix Air Lines;\N;;PHN;Brazil
Phoenix Air Service;\N;;PAM;Germany
Phoenix Air Transport;\N;;PPG;United States
Phoenix Airline Services;\N;;WDY;United States
Phoenix Airways;\N;HP;;Switzerland
Phoenix Avia;\N;;PHY;Armenia
Phoenix Aviation;\N;;PHG;Kyrgyzstan
Phoenix Flight Operations;\N;;XPX;United States
Phuket Air;\N;9R;VAP;Thailand
Piedmont Airlines (1948-1989);\N;PI;PDT;United States
Pilatus Flugzeugwerke;\N;;PCH;Switzerland
Pilatus PC-12 Center De Mexico;\N;;PLU;Mexico
Pimichikamac Air;\N;;MKS;Canada
Pineapple Air;\N;;PNP;Bahamas
Pinframat;\N;;PIM;Angola
Pinnacle Air Group;\N;;PCL;United States
Pinnacle Airlines;\N;9E;FLG;United States
Pioneer Airlines;\N;;PIO;United States
Pioneers Limited;\N;;PER;Pakistan
Pirinair Express;\N;;PRN;Spain
Planar;\N;;PLN;Angola
Planemaster Services;\N;;PMS;United States
Planet Airways;\N;;PLZ;United States
Players Air;\N;;PYZ;United States
Ploizeihubschrauberstaffel Hamburg;\N;;LIB;Germany
Plymouth School of Flying;\N;;PSF;United Kingdom
Pocono Air Lines;\N;;POC;United States
Podilia-Avia;\N;;PDA;Ukraine
Point Afrique Niger;\N;;PAZ;Niger
Point Airlines;\N;;RMI;Nigeria
Pointair Burkina;\N;;PAW;Burkina Faso
Points of Call Airlines;\N;;PTS;Canada
Polar Air Cargo;\N;PO;PAC;United States
Polar Airlines de Mexico;\N;;PMO;Mexico
Polestar Aviation;\N;;PSR;United Kingdom
Polet;\N;;POT;Russia
Police Aux Frontiers;\N;;POF;France
Police Aviation Services;\N;;PLC;United Kingdom
Polish Air Force;\N;;PLF;Poland
Polish Navy;\N;;PNY;Poland
Polizeifliegerstaffel Nordrhein-Westfalen;\N;;NRW;Germany
Polizeihibschrauberstaffel Neidersachsen;\N;;PPH;Germany
Polizeihuberschrauberstaffel Sachsen-Anhalt;\N;;PIK;Germany
Polizeihubschrafterstaffel Rheinland-Pfalz;\N;;SRP;Germany
Polizeihubschrauberstaffel Baden-Wurtemberg;\N;;PBW;Germany
Polizeihubschrauberstaffel Bayern;\N;;EDL;Germany
Polizeihubschrauberstaffel Brandenburg;\N;;PBB;Germany
Polizeihubschrauberstaffel Hessen;\N;;PHH;Germany
Polizeihubschrauberstaffel Mecklenburg-Vorpommern;\N;;PMV;Germany
Polizeihubschrauberstaffel Sachsen;\N;;PHS;Germany
Polizeihubschrauberstaffel Thuringen;\N;;HBT;Germany
Polo Aviation;\N;;CUK;United Kingdom
Polynesian Air-Ways;\N;;PLA;United States
Polynesian Airlines;\N;PH;PAO;Samoa
Polynesian Blue;\N;DJ;PLB;New Zealand
Polyot Sirena;\N;1U;;Russia
Pond Air Express;\N;;PND;United States
Pont International Airline Services;\N;;PSI;Suriname
Pool Aviation;\N;;PLX;United Kingdom
Port Townsend Airways;\N;;PTQ;United States
Porteadora De Cosola;\N;;POR;Mexico
Porter Airlines;\N;PD;POE;Canada
Portugalia;\N;NI;PGA;Portugal
Portuguese Air Force;\N;;AFP;Portugal
Portuguese Army;\N;;POA;Portugal
Portuguese Navy;\N;;PON;Portugal
Potomac Air;\N;BK;PDC;United States
Potosina Del Aire;\N;;PSN;Mexico
Powell Air;\N;;PWL;Canada
Prairie Flying Service;\N;;PFS;United States
Pratt and Whitney Canada;\N;;PWC;Canada
Precision Air;\N;PW;PRF;Tanzania
Precision Airlines;\N;;PRE;United States
Premiair;\N;;BAT;Luxembourg
Premiair Aviation Services;\N;;PGL;United Kingdom
Premiair Fliyng Club;\N;;PME;United Kingdom
Premium Air Shuttle;\N;;EMI;Nigeria
Premium Aviation;\N;;PMU;Germany
Presidence Du Faso;\N;;BFA;Burkina Faso
Presidencia de La Republica de Guinea Ecuatorial;\N;;ONM;Equatorial Guinea
President Airlines;;TO;PSD;Cambodia
Presidential Aviation;\N;;PRD;United States
Priester Aviation;\N;;PWA;United States
Primair;\N;;PMM;Russia
Primaris Airlines;\N;FE;WCP;United States
Primas Courier;\N;;PMC;United States
Primavia Limited;\N;;CRY;United Kingdom
Prime Air;\N;;PRM;United States
Prime Aviation;\N;;PKZ;Kazakhstan
Prince Edward Air;\N;;CME;Canada
Princely Jets;\N;;PJP;Pakistan
Princess Air;\N;8Q;;
Princeton Aviation Corporation;\N;;PCN;United States
Priority Air Charter;\N;;PRY;United States
Priority Air Transport;\N;;PAT;United States
Priority Aviation Company;\N;;BCK;United States
Privatair;\N;;PTI;Switzerland
Private Jet Expeditions;\N;;PJE;United States
Private Jet Management;\N;;PJA;United States
Private Wings Flugcharter;\N;8W;PWF;Germany
Privilege Style L;\N;;PVG;Spain
Pro Air;\N;;PRH;United States
Pro Air Service;\N;;PSZ;United States
Probiz Guinee;\N;;GIY;Guinea
Professional Express Courier Service;\N;;PAD;United States
Professione VOlare;\N;;PVL;Italy
Proflight Commuter Services;\N;P0;;Zambia
Promotora Industria Totolapa;\N;;PTT;Mexico
Propair;\N;;PRO;Canada
Propflight Air Services;\N;;PFZ;Zambia
Propheter Aviation;\N;;PPA;United States
Proteus Helicopteres;\N;;PTH;France
Providence Airline;\N;;PTL;United States
Providence Aviation Services;\N;;AWD;Pakistan
Provincial Airlines;\N;;SPR;Canada
Provincial Express;\N;;PRV;Canada
Pskovavia;\N;;PSW;Russia
Psudiklat Perhubungan Udara/PLP;\N;;UDA;Indonesia
Ptarmigan Airways;\N;;PTA;Canada
Publiservicios Aereos;\N;;PSP;Mexico
Publivoo;\N;;PUV;Portugal
Puerto Rico National Guard;\N;;PNG;United States
Puerto Vallarta Taxi Aereo;\N;;TXV;Mexico
Pulkovo Aircraft Services;\N;;PGH;Russia
Puma Linhas Aereas;\N;;PLY;Brazil
Puntavia Air Services;\N;;PTV;Djibouti
Punto Fa;\N;;MGO;Spain
Pyramid Air Lines;\N;;PYR;Egypt
Qanot Sharq;\N;;QNT;Uzbekistan
Qantas;Qantas Airways;QF;QFA;Australia
Qatar Air Cargo;\N;;QAC;Qatar
Qatar Airways;\N;QR;QTR;Qatar
Qatar Amiri Flight;\N;;QAF;Qatar
Qeshm Air;\N;;IRQ;Iran
Quantex Environmental;\N;;QTX;Canada
Quebec Government Air Service;\N;;QUE;Canada
Queen Air;\N;;QNA;Dominican Republic
Quest Diagnostics;\N;;LBQ;United States
Quick Air Jet Charter;\N;;QAJ;Germany
Quick Airways Holland;\N;;QAH;Netherlands
Quisqueya Airlines;\N;;QAS;Haiti
Qurinea Air Service;\N;;QAQ;Libya
Qwest Commuter Corporation;\N;;QCC;United States
Qwestair;\N;;QWA;Australia
Qwila Air;\N;;QWL;South Africa
RA Jet Aeroservicios;\N;;RJT;Mexico
RACSA;\N;R6;;Guatemala
RAF Barkston Heath;\N;;BKH;United Kingdom
Church Fenton Flying Training Unit;\N;;CFN;United Kingdom
Coltishall Flying Training Unit;\N;;COH;United Kingdom
Coningsby Flying Training Unit;\N;;CBY;United Kingdom
Cottesmore Flying Training Unit;\N;;COT;United Kingdom
Cranwell Flying Training Unit;\N;;CWL;United Kingdom
Kinloss Flying Training Unit;\N;;KIN;United Kingdom
Leeming Flying Training Unit;\N;;LEE;United Kingdom
RAF Leuchars;\N;;LCS;United Kingdom
Linton-on-Ouse Flying Training Unit;\N;;LOP;United Kingdom
Lossiemouth Flying Training Unit;\N;;LOS;United Kingdom
Marham Flying Training Unit;\N;;MRH;United Kingdom
Northwood Headquarters (RAF;\N;;NWO;United Kingdom
RAF Scampton;\N;;SMZ;United Kingdom
RAF St Athan;\N;;STN;UNited Kingdom
RAF St Mawgan Search and Rescue;\N;;SMG;United Kingdom
RAF Topcliffe Flying Training Unit;\N;;TOF;United Kingdom
RAF Valley Flying Training Unit;\N;;VYT;United Kingdom
RAF Valley SAR Training Unit;\N;;VLL;United Kingdom
Waddington FTU;\N;;WAD;United Kingdom
Wittering FTU;\N;;WIT;United Kingdom
RAF-Avia;\N;;MTL;Latvia
RAK Airways;\N;;RKM;United Arab Emirates
RWL Luftfahrtgesellschaft;\N;;RWL;Germany
Rabbit-Air;\N;;RBB;Switzerland
Race Cargo Airlines;\N;;ACE;Ghana
Rader Aviation;\N;;GBR;United States
Radixx Solutions International;\N;1D;;United States
Raji Airlines;\N;;RAJ;Pakistan
Raleigh Flying Service;\N;;RFA;United States
Ram Air Freight;\N;;REX;United States
Ram Aircraft Corporation;\N;;RMT;United States
Ramp 66;\N;;PPK;United States
Rangemile Limited;\N;;RGM;United Kingdom
Raslan Air Service;\N;;MWR;Egypt
Rath Aviaton;\N;;RAQ;Austria
Ratkhan Air;\N;;CSM;Kazakhstan
Raven Air;\N;;RVR;United Kingdom
Raven Air;\N;;RVN;United States
Ray Aviation;\N;;REI;Israel
Raya Jet;\N;;RYT;Jordan
Raytheon Aircraft Company;\N;;RTN;United States
Raytheon Corporate Jets;\N;;RCJ;United Kingdom
Raytheon Travel Air;\N;;KSS;United States
Real Aero Club De Baleares;\N;;RCB;Spain
Real Aero Club de Reus-Costa Dorado;\N;;CDT;Spain
Real Aeroclub De Ternerife;\N;;RCD;Spain
Real Aviation;\N;;RLV;Ghana
Rebus;\N;;REB;Bulgaria
Red Aviation;\N;;PSH;United Kingdom
Red Baron Aviation;\N;;RBN;United States
Red Devils Parachute Display Team;\N;;DEV;United Kingdom
Red Sea Aviation;\N;;RDV;Egypt
Red Sky Ventures;\N;;RSV;Namibia
Red Star;\N;;STR;United Arab Emirates
Redhill Aviation;\N;8L;RHC;United Kingdom
Reed Aviation;\N;;RAV;United Kingdom
Reef Air;\N;;REF;New Zealand
Reem Air;\N;V4;REK;Kyrgyzstan
Reeve Aleutian Airways;\N;;RVV;United States
Regal Bahamas International Airways;\N;;RBH;Bahamas
Regency Airlines;\N;;RGY;United States
Regent Air;\N;;RAH;Canada
Regio Air;\N;;RAG;Germany
Region Air;\N;;RGR;Canada
Regional 1;\N;;TSH;Canada
Regional Air;\N;;RIL;Mauritania
Regional Air Express;\N;;REW;Germany
Regional Air Lines;\N;;RGL;Morocco
Regional Air Services;\N;;REG;Tanzania
Regional Airlines;\N;FN;;Morocco
Regional Express;\N;ZL;RXA;Australia
Regional Geodata Air;\N;;JJM;Spain
RegionsAir;\N;3C;CEA;United States
Reliance Aviation;\N;;REL;United States
Reliant Airlines;\N;;RLT;United States
Relief Transport Services;\N;;RTS;United Kingdom
Renan;\N;;RAN;Moldova
Reno Air;\N;QQ;ROA;United States
Renown Aviation;\N;;RGS;United States
Republic Airlines;\N;RW;RPA;United States
Republic Express Airlines;\N;RH;RPH;Indonesia
Republicair;\N;;RBC;Mexico
Resort Air;\N;;RST;United States
Rhoades Aviation;\N;;RDS;United States
Riau Airlines;\N;;RIU;Indonesia
Rich International Airways;\N;;RIA;United States
Richards Aviation;\N;;RVC;United States
Richardson's Airway;\N;;RIC;United States
Richland Aviation;\N;;RCA;United States
Rick Lucas Helicopters;\N;;HPR;New Zealand
Rico Linhas A;\N;C7;RLE;Brazil
Ridder Avia;\N;;RID;Kazakhstan
Riga Airclub;\N;;RAK;Latvia
Rijnmond Air Services;\N;;RAZ;Netherland
Rikspolisstyrelsen;\N;;POL;Sweden
Rimrock Airlines;\N;;RIM;United States
Rio Air Express;\N;;SKA;Brazil
Rio Airways;\N;;REO;United States
Rio Grande Air;\N;E2;GRN;United States
Rio Sul Servi;\N;SL;RSL;Brazil
River Ministries Air Charter;\N;;RVM;South Africa
River State Government of Nigeria;\N;;RGP;Nigeria
Rivne Universal Avia;\N;;UNR;Ukraine
Roadair Lines;\N;;RDL;Canada
Robinton Aero;\N;;RBT;Dominican Republic
Roblex Aviation;\N;;ROX;United States
Rockwell Collins Avionics;\N;;RKW;United States
Rocky Mountain Airlines;\N;;ROC;Canada
Rocky Mountain Airways;\N;;RMA;United States
Rocky Mountain Holdings;\N;;LIF;United States
Rodze Air;\N;;RDZ;Nigeria
Rog-Air;\N;;FAD;Canada
Rollright Aviation;\N;;RRZ;United Kingdom
Rolls-Royce Limited;\N;;RRL;United Kingdom
Rolls-Royce plc;\N;;BTU;United Kingdom
Romanian Air Force;\N;;ROF;Romania
Romavia;\N;;RMV;Romania
Ronso;\N;;RNS;Mexico
Roraima Airways;\N;;ROR;Guyana
Rosneft-Baltika;\N;;RNB;Russia
Ross Aviation;\N;;NRG;United States
Rossair;\N;;RFS;Australia
Rossair;\N;;RSS;South Africa
Rossair Europe;\N;;ROS;Netherlands
Rossiya;\N;R4;;Russia
Roswell Airlines;\N;;RAL;United States
Air Rarotonga;\N;GZ;RAR;Cook Islands
Rotatur;\N;;RTR;Brazil
Rotormotion;\N;;RKT;United Kingdom
Rotterdam Jet Center;\N;;JCR;Netherlands
Rover Airways International;\N;;ROV;United States
Rovos Air;\N;;VOS;South Africa
Royal Air Cargo;\N;;RCG;South Africa
Royal Air Force;\N;RR;RFR;United Kingdom
Royal Air Force of Oman;\N;RS;MJN;Oman
Royal Air Force;\N;;ACW;United Kingdom
Royal Air Force;\N;;RRR;United Kingdom
Royal Air Force;\N;;RRF;United Kingdom
Royal Air Force;\N;;SHF;United Kingdom
Royal Air Freight;\N;;RAX;United States
Royal Air Maroc;\N;AT;RAM;Morocco
Royal Airlines;\N;R0;RPK;Pakistan
Royal American Airways;\N;;RLM;United States
Royal Aruban Airline;\N;V5;RYL;Aruba
Royal Australian Air Force;\N;;ASY;Australia
Royal Aviation Express;\N;;RXP;Canada
Royal Bahrain Airlines;\N;;RYB;Bahrain
Royal Brunei Airlines;\N;BI;RBA;Brunei
Royal Daisy Airlines;\N;;KDR;Uganda
Royal Ghanaian Airlines;\N;;RGA;Ghana
Royal Jet;\N;;ROJ;United Arab Emirates
Royal Jordanian;\N;RJ;RJA;Jordan
Royal Jordanian Air Force;\N;;RJZ;Jordan
Royal Khmer Airlines;\N;RK;RKH;Cambodia
Royal Malaysian Air Force;\N;;RMF;Malaysia
Royal Navy;\N;;NVY;United Kingdom
Royal Nepal Airlines;\N;RA;RNA;Nepal
Royal Netherland Navy;\N;;NRN;Netherlands
Royal Netherlands Air Force;\N;;NAF;Netherlands
Royal New Zealand Air Force;\N;;KIW;New Zealand
Royal Norwegian Air Force;\N;;NOW;Norway
Royal Oman Police;\N;;ROP;Oman
Royal Phnom Penh Airways;\N;;PPW;Cambodia
Royal Rwanda Airlines;\N;;RRA;Rwanda
Royal Saudi Air Force;\N;;RSF;Saudi Arabia
Royal Sky;\N;;RYS;Thailand
Royal Swazi National Airways;\N;;RSN;Swaziland
Royal Tongan Airlines;\N;WR;HRH;Tonga
Royal West Airlines;\N;;RWE;United States
Rubystar;\N;;RSB;Belarus
Rumugu Air & Space Nigeria;\N;;RMG;Nigeria
Rusaero;\N;;RUR;Russia
Rusaero;\N;;KLE;Russia
Rusair JSAC;\N;;CGI;Russia
Rusich-T;\N;;RUH;Russia
Rusline;\N;;RLU;Russia
Russian Aircraft Corporation-MiG;\N;;MIG;Russia
Russian Federation Air Force;\N;;RFF;Russia
Russian Sky Airlines;\N;P7;ESL;Russia
Rusuertol;\N;;RUZ;Russia
Rutas Aereas;\N;;RUC;Venezuela
Rutland Aviation;\N;;RND;United Kingdom
Rwanda Airlines;\N;;RUA;Rwanda
Rwanda Airways;\N;;RWA;Rwanda
Rwandair Express;\N;WB;RWD;Rwanda
Ryan Air Service;\N;;RCT;United States
Ryan Air Services;\N;;RYA;United States
Ryan International Airlines;\N;RD;RYN;United States
Ryanair;\N;FR;RYR;Ireland
Ryazan State Air Enterprise;\N;;RYZ;Russia
Rynes Aviation;\N;;RAA;United States
Régional;\N;YS;RAE;France
South Asian Airlines;\N;;BDS;Bangladesh
State Air Company Berkut;\N;;BEC;Kazakhstan
SATA International;\N;S4;RZO;Portugal
South African Airways;SAA South African Airways;SA;SAA;South Africa
Sky Way Air;\N;;SAB;Kyrgyzstan
SASCO Airlines;\N;;SAC;Sudan
Republic of Singapore Air Force;\N;;SAF;Singapore
SOS Flygambulans;\N;;SAG;Sweden
Sayakhat Airlines;\N;;SAH;Kazakhstan
Shaheen Air International;\N;NL;SAI;Pakistan
Golden Eagle Air Services (FAA);\N;;SAJ;Canada
Red Arrows Display Squadron;\N;;SAK;United Kingdom
SAM Colombia;\N;;SAM;Colombia
Servicios Aereos Nacionales (SAN);\N;;SAN;Ecuador
Sahel Aviation Service;\N;;SAO;Mali
Secretaria de Marina;\N;;ANX;Mexico
Springbank Aviation;\N;;SAQ;Canada
Scandinavian Airlines System;SAS Scandinavian Airlines;SK;SAS;Sweden
Samal Air;\N;;SAV;Kazakhstan
Sham Wing Airlines;\N;;SAW;Syrian Arab Republic
Sabah Air;\N;;SAX;Malaysia
ScotAirways;\N;;SAY;United Kingdom
Swiss Air-Ambulance;\N;;SAZ;Switzerland
STA-MALI;\N;;SBA;Mali
Steinman Aviation;\N;;SBB;United States
Seven Bar Flying Service;\N;;SBF;United States
Sabre Incorporated;\N;;SBG;United States
S7 Airlines;Sibir Airlines;S7;SBI;Russia
Sobel Airlines of Ghana;\N;;SBL;Ghana
Sky Bahamas;\N;;SBM;Bahamas
Stabo Air;\N;;SBO;Zambia
Smithkline Beacham Clinical Labs;\N;;SBQ;United States
Saber Aviation;\N;;SBR;United States
Seaborne Airlines;\N;BB;SBS;United States
Saint Barth Commuter;\N;;SBU;France
Star Air;\N;;URJ;Pakistan
Scibe Airlift;\N;;SBZ;Democratic Republic of the Congo
Spanish Air Force;\N;;AME;Spain
South Central Air;\N;;SCA;United States
Seacoast Airlines;\N;;SCC;United States
Scenic Airlines;\N;;SCE;United States
Socofer;\N;;SCF;Angola
Servicios Aereos San Cristobal;\N;;SCI;Mexico
Sky Cam;\N;;SCK;France
Switfair Cargo;\N;;SCL;Canada
South American Airlines;\N;;SCN;Peru
Servicios Aereos de Chihuahua Aerochisa;\N;;AHI;Mexico
SriLankan Airlines;\N;UL;ALK;Sri Lanka
Sunbird Airlines;\N;;CDL;United States
Scorpio;\N;;SCP;Egypt
Si-Chang Flying Service;\N;;SCR;Thailand
South African Non Scheduled Airways;\N;;SCS;South Africa
SAAB-Aircraft;\N;;SCT;Sweden
Servicios Aereos Del Centro;\N;;SCV;Mexico
Sun Country Airlines;\N;SY;SCX;United States
St. Andrews Airways;\N;;SDA;Canada
Sukhoi Design Bureau Company;\N;;SDB;Russia
Sunrise Airlines;\N;;SDC;United States
Skymaster Air Taxi;\N;;SDD;United States
Sundorph Aeronautical Corporation;\N;;SDF;United States
Servicio De Helicopteros;\N;;SDH;Spain
SADELCA - Sociedad Aerea Del Caqueta;\N;;SDK;Colombia
Skydrift;\N;;SDL;United Kingdom
Spirit of Africa Airlines;\N;;SDN;Sudan
Sud Airlines;\N;;SDU;France
Servicios Aereos Del Vaupes;\N;;SDV;Colombia
Servicio Tecnico Aero De Mexico;\N;;SDX;Mexico
Sudan Pezetel for Aviation;\N;;SDZ;Sudan
Southeast Air;\N;;SEA;United States
Servicios Aereos Luce;\N;;SEB;Mexico
Sedona Air Center;\N;;SED;United States
Shaheen Air Cargo;\N;;SEE;Pakistan
Sky Express;\N;G3;SEH;Greece
Spicejet;\N;SG;SEJ;India
Skyjet;\N;;SEK;Kazakhstan
Sentel Corporation;\N;;SEL;United States
Selcon Airlines;\N;;SEO;Nigeria
Sky Eyes;\N;I6;SEQ;Thailand
Servicio Aereo Saltillo;\N;;SES;Mexico
SAETA;\N;EH;SET;Ecuador
Serair Transworld Press;\N;;SEV;Spain
SEFA;\N;;SFA;France
Shuswap Flight Centre;\N;;SFC;Canada
Sefofane Air Charters;\N;;SFE;South Africa
Safewings Aviation Company;\N;;SFF;United States
Sun Freight Logistics;\N;;SFG;Thailand
Star Flyer;\N;7G;SFJ;Japan
Southflight Aviation;\N;;SFL;New Zealand
Safiran Airlines;\N;;SFN;Iran
Safe Air;\N;;SFP;Pakistan
Safair;\N;FA;SFR;South Africa
Southern Frontier Air Transport;\N;;SFS;Canada
Skyfreight;\N;;SFT;United States
Solent Flight;\N;;SFU;United Kingdom
S.K. Logistics;\N;;SFX;United States
Sky King;\N;;SGB;United States
Southern Right Air Charter;\N;;SGC;South Africa
Sky Gate International Aviation;\N;;SGD;Kyrgyzstan
STAC Swiss Government Flights;\N;;SGF;Switzerland
Servisair;\N;;SGH;United Kingdom
Servicios Aereos Agricolas;\N;;SGI;Chile
Skyward Aviation;\N;;SGK;Canada
Sky Aircraft Service;\N;;SGM;Netherlands
Siam GA;\N;;SGN;Thailand
Sagolair Transportes Ejecutivos;\N;;SGP;Spain
Saskatchewan Government Executive Air Service;\N;;SGS;Canada
Skygate;\N;;SGT;Netherlands
Samgau;\N;;SGU;Kazakhstan
Saga Airlines;\N;;SGX;Turkey
